127	部分	12
246	部門	5
74	配合	14
73	配對	5
93	醫療	19
174	醫管局	9
99	醫院	6
84	重要	7
134	重點	7
26	金融	8
373	鐵路	7
163	長者	26
170	長遠	8
299	開始	7
169	開展	10
129	開放	9
71	開發	7
212	除了	8
175	陸續	5
70	階段	6
121	離岸	5
151	電子	8
50	需求	11
205	需要	32
259	青少年	6
135	青年	9
145	青年人	7
218	非政府	6
97	鞏固	7
337	項目	25
58	預留	14
255	預計	12
267	領域	8
75	額外	8
122	香港	98
384	高增值	5
186	高度	5
363	鼓勵	20
